365,575
1099,585
563,560
443,135
993,4
1390,206
1288,73
551,298
1087,327
1010,25
1275,41
1358,398
333,156
125,127
1357,72
571,578
1167,495
956,18
986,547
974,161
851,500
1078,520
1396,109
586,6
140,268
551,495
347,71
629,548
761,518
586,339
781,254
1221,470
97,576
1216,468
276,301
692,57
51,141
1286,317
1397,106
1183,347
797,552
135,550
642,570
1210,154
630,572
1227,180
810,15
21,318
306,579
506,297
1044,300
655,30
304,112
127,65
1228,281
18,261
152,103
762,263
670,364
662,492
1086,504
1059,50
1396,332
1155,444
985,322
853,573
938,178
1340,86
899,413
644,382
347,436
805,264
1374,145
12,374
841,578
166,378
66,376
597,583
759,180
305,23
149,116
1330,55
1122,40
727,140
1150,208
929,293
1045,173
637,563
771,287
134,502
910,486
1356,313
874,475
1108,433
729,184
735,218
919,93
795,479
770,301
1024,149
735,446
316,237
575,221
765,119
239,288
1348,199
975,337
229,86
127,315
18,241
1065,520
1391,200
1045,168
1316,241
679,325
933,532
305,574
124,476
10,84
378,65
1277,307
187,249
699,234
790,158
470,505
88,22
552,106
805,152
1206,103
304,273
790,586
1373,71
624,384
974,155
1375,55
1306,258
537,64
1000,30
42,452
986,445
932,397
547,46
329,535
527,462
598,155
831,424
1141,578
1176,566
386,519
734,545
565,448
56,464
884,509
430,165
98,231
1336,51
1053,535
1098,247
309,175
181,204
957,112
1236,242
68,234
366,538
1210,449
495,445
690,349
316,509
613,82
880,501
1211,95
831,477
612,540
947,200
244,54
268,528
84,457
432,393
984,303
344,116
319,115
5,378
562,314
634,139
375,531
308,306
184,98
1285,245
604,383
1368,123
502,260
763,259
135,511
771,431
131,143
691,82
1308,85
821,372
1294,144
185,447
1066,536
514,290
88,206
194,338
1333,292
880,489
18,4
1263,446
634,77
1124,305
616,59
442,325
730,335
550,403
227,333
371,341
840,452
120,472
1199,320
134,37
965,227
1105,280
252,542
118,230
276,539
824,411
126,536
1326,325
1169,465
254,510
924,295
913,43
1218,115
715,216
1276,131
80,197
879,346
1389,348
481,511
425,226
1190,492
154,123
118,521
940,550
919,359
296,160
659,595
1187,382
727,143
1381,341
494,65
715,16
1253,541
556,21
959,512
714,496
100,248
771,235
620,463
323,410
413,523
1113,189
180,138
1228,249
309,273
830,599
459,231
910,177
1258,415
904,239
406,45
1040,539
10,300
1166,161
332,392
569,3
744,47
101,319
122,31
702,377
81,221
216,219
349,542
623,86
1390,391
75,71
441,388
392,286
1365,10
486,387
254,310
1175,520
102,511
879,505
557,346
1379,62
40,587
887,92
1378,4
1213,48
29,235
1178,200
1216,486
1028,372
509,186
148,594
546,186
549,62
1369,140
131,247
495,557
139,338
156,353
130,496
505,594
777,452
613,354
217,570
1305,591
1315,63
603,576
680,133
301,308
1071,576
1236,510
461,104
361,509
548,180
945,173
824,314
1049,535
725,475
1009,509
815,130
1183,568
93,312
804,19
427,550
418,43
355,167
264,516
401,460
580,575
859,426
980,50
809,68
48,328
132,62
1150,268
1102,268
657,356
762,441
349,122
19,102
719,306
625,142
495,416
390,413
1239,305
76,447
349,356
1122,478
479,472
1045,350
585,182
308,349
291,531
48,124
601,60
617,395
960,265
946,511
1005,148
562,180
687,284
661,239
671,320
1341,526
1280,466
560,354
817,465
1077,163
831,409
1018,380
1281,352
827,186
295,427
523,103
31,118
727,450
1023,580
1398,73
627,462
273,416
914,80
952,143
889,260
284,380
582,263
180,427
995,178
598,80
980,193
170,485
91,470
1259,358
565,97
1399,477
37,398
1232,234
1138,251
1153,184
152,380
995,134
906,360
506,238
531,317
125,150
1394,306
1214,363
257,19
1168,313
1346,457
583,50
1334,397
382,76
1120,427
423,559
1339,480
715,281
334,143
1043,535
398,597
895,454
1330,392
545,476
750,441
925,580
1158,493
812,550
242,204
138,150
1175,233
288,595
1185,167
415,580
875,395
919,236
684,206
1057,545
136,520
726,436
127,541
59,379
115,126
499,10
333,99
1298,263
28,562
772,118
1337,521
904,464
682,16
224,342
1003,129
24,546
425,139
196,369
335,464
593,314
410,19
810,531
1162,424
828,223
371,396
124,149
839,259
486,498
634,310
362,569
268,536
929,53
257,97
1037,163
1056,120
973,201
1130,327
2,436
365,561
1377,158
1324,165
1071,85
140,497
1211,83
133,527
191,409
932,298
1188,299
463,152
448,180
49,242
1100,469
1300,345
910,410
669,7
318,13
132,336
477,388
827,32
1286,412
445,491
192,582
1292,320
328,331
1306,440
807,38
729,185
626,66
901,401
129,76
258,309
593,574
1219,567
248,77
386,102
526,395
645,259
350,500
31,4
366,122
602,282
1381,285
606,178
837,230
468,576
136,49
1168,538
1307,571
946,345
350,593
17,532
393,489
424,180
1011,463
853,318
897,572
949,362
441,518
821,568
326,231
980,586
411,539
1320,201
572,595
1239,556
365,231
733,50
109,357
878,120
560,294
621,312
43,368
496,403
351,2
507,50
188,405
1016,392
179,348
914,481
32,281
744,141
723,363
515,74
1224,153
196,104
164,442
18,210
989,19
329,582
798,326
248,14
1243,68
1148,535
1187,294
773,214
585,310
247,320
726,303
966,305
783,375
939,564
1328,297
367,349
970,371
373,496
1019,236
92,31
451,331
140,143
1126,287
61,588
860,79
1084,63
520,308
343,267
1330,463
1061,537
789,176
664,186
1282,388
934,82
776,287
306,2
1126,268
787,181
993,315
1249,212
732,86
414,446
1195,362
930,344
780,87
204,11
59,166
1386,283
350,103
718,312
682,486
1351,46
1287,226
878,193
784,524
584,280
704,38
1024,123
634,589
141,358
1180,224
1193,362
252,407
1087,162
1144,427
95,41
897,34
1396,36
195,450
387,282
885,527
1008,528
362,151
330,563
1324,357
661,384
308,529
887,450
1040,210
1368,13
1275,204
199,61
173,263
643,463
770,417
808,4
367,27
1250,517
878,562
399,15
288,26
303,198
753,240
187,347
357,405
770,111
841,294
156,23
